a : -17.0000, 0 -> 0
b : 698.0000, 0 -> 4
c : 760.0000, 0 -> 3
d : 355.0000, 0 -> 1
a : 501.0000, 1 -> 1
b : -710.0000, 1 -> 1
c : -56.0000, 1 -> 3
d : -123.0000, 1 -> 2
a : 436.0000, 2 -> 7
b : -361.0000, 2 -> 0
c : -766.0000, 2 -> 3
d : -924.0000, 2 -> 5
a : 890.0000, 3 -> 0
b : -377.0000, 3 -> 4
c : 268.0000, 3 -> 3
d : 97.0000, 3 -> 6
a : -562.0000, 4 -> 1
b : 443.0000, 4 -> 0
c : 802.0000, 4 -> 2
d : 113.0000, 4 -> 4
a : 87.0000, 5 -> 5
b : 270.0000, 5 -> 6
c : 123.0000, 5 -> 4
d : -863.0000, 5 -> 7
a : -433.0000, 6 -> 2
b : 157.0000, 6 -> 3
c : -847.0000, 6 -> 1
d : -586.0000, 6 -> 6
a : 915.0000, 7 -> 2
b : 857.0000, 7 -> 5
c : -820.0000, 7 -> 5
d : 220.0000, 7 -> 6
c : -686.0000, 0 -> 1
b : 474.0000, 0 -> 5
d : 242.0000, 1 -> 1
c : 965.0000, 1 -> 1
d : -611.0000, 2 -> 4
b : 907.0000, 2 -> 6
d : -775.0000, 3 -> 3
c : -177.0000, 3 -> 6
d : 477.0000, 4 -> 6
a : 363.0000, 4 -> 4
c : 627.0000, 5 -> 2
b : 625.0000, 5 -> 5
b : -471.0000, 6 -> 0
b : -601.0000, 6 -> 6
b : 295.0000, 7 -> 6
d : 530.0000, 7 -> 5
