a : -201.0000, 0 -> 4
b : -816.0000, 0 -> 4
c : 468.0000, 0 -> 2
d : 829.0000, 0 -> 7
a : -645.0000, 1 -> 4
b : 480.0000, 1 -> 3
c : -384.0000, 1 -> 2
d : 261.0000, 1 -> 5
a : 654.0000, 2 -> 0
b : 751.0000, 2 -> 3
c : 661.0000, 2 -> 2
d : 649.0000, 2 -> 0
a : -662.0000, 3 -> 7
b : -696.0000, 3 -> 1
c : 208.0000, 3 -> 2
d : 666.0000, 3 -> 7
a : -499.0000, 4 -> 1
b : 295.0000, 4 -> 1
c : 127.0000, 4 -> 4
d : -170.0000, 4 -> 4
a : -212.0000, 5 -> 4
b : 796.0000, 5 -> 0
c : -306.0000, 5 -> 7
d : -92.0000, 5 -> 5
a : -805.0000, 6 -> 4
b : 419.0000, 6 -> 2
c : 918.0000, 6 -> 7
d : -751.0000, 6 -> 3
a : 760.0000, 7 -> 4
b : -351.0000, 7 -> 2
c : -200.0000, 7 -> 7
d : 968.0000, 7 -> 6
d : -931.0000, 0 -> 0
c : 94.0000, 0 -> 7
c : 690.0000, 1 -> 5
c : -985.0000, 1 -> 0
b : -979.0000, 2 -> 5
d : -689.0000, 2 -> 1
a : -389.0000, 3 -> 0
d : -596.0000, 3 -> 0
a : -469.0000, 4 -> 5
c : -24.0000, 4 -> 2
b : -410.0000, 5 -> 1
c : -578.0000, 5 -> 5
b : -111.0000, 6 -> 7
b : -285.0000, 6 -> 4
c : -197.0000, 7 -> 5
a : -602.0000, 7 -> 5
