a : 928.0000, 0 -> 0
b : 465.0000, 0 -> 1
c : -418.0000, 0 -> 2
d : -656.0000, 0 -> 2
a : -697.0000, 1 -> 0
b : -319.0000, 1 -> 3
c : 825.0000, 1 -> 1
d : 683.0000, 1 -> 0
a : 380.0000, 2 -> 2
b : 577.0000, 2 -> 2
c : 708.0000, 2 -> 3
d : 14.0000, 2 -> 0
a : 816.0000, 3 -> 0
b : -247.0000, 3 -> 0
c : 813.0000, 3 -> 0
d : -273.0000, 3 -> 2
b : 403.0000, 0 -> 3
a : 960.0000, 0 -> 2
b : 312.0000, 1 -> 2
c : -704.0000, 1 -> 3
b : -890.0000, 2 -> 3
c : -262.0000, 2 -> 2
a : -844.0000, 3 -> 3
d : -987.0000, 3 -> 0
