a : -503.0000, 0 -> 0
b : -386.0000, 0 -> 1
c : 806.0000, 0 -> 3
d : -117.0000, 0 -> 0
a : 413.0000, 1 -> 2
b : 633.0000, 1 -> 2
c : 216.0000, 1 -> 0
d : 999.0000, 1 -> 2
a : -507.0000, 2 -> 2
b : -146.0000, 2 -> 3
c : -935.0000, 2 -> 2
d : 461.0000, 2 -> 0
a : -284.0000, 3 -> 2
b : 961.0000, 3 -> 2
c : 22.0000, 3 -> 1
d : 246.0000, 3 -> 0
c : 682.0000, 0 -> 0
a : -368.0000, 0 -> 2
a : -426.0000, 1 -> 1
c : -648.0000, 1 -> 2
c : -665.0000, 2 -> 1
b : 706.0000, 2 -> 0
c : 182.0000, 3 -> 2
c : 322.0000, 3 -> 0
