a : 173.0000, 0 -> 2
b : -841.0000, 0 -> 5
c : 144.0000, 0 -> 2
d : -869.0000, 0 -> 2
a : -671.0000, 1 -> 1
b : -586.0000, 1 -> 1
c : -323.0000, 1 -> 4
d : -397.0000, 1 -> 7
a : 314.0000, 2 -> 2
b : 441.0000, 2 -> 7
c : -674.0000, 2 -> 3
d : 480.0000, 2 -> 0
a : -313.0000, 3 -> 7
b : 2.0000, 3 -> 6
c : 377.0000, 3 -> 5
d : -32.0000, 3 -> 4
a : 588.0000, 4 -> 7
b : 677.0000, 4 -> 0
c : -734.0000, 4 -> 7
d : -615.0000, 4 -> 2
a : 799.0000, 5 -> 7
b : 890.0000, 5 -> 6
c : 231.0000, 5 -> 2
d : 712.0000, 5 -> 5
a : 861.0000, 6 -> 1
b : 19.0000, 6 -> 6
c : 164.0000, 6 -> 7
d : 348.0000, 6 -> 5
a : -197.0000, 7 -> 7
b : -358.0000, 7 -> 0
c : 210.0000, 7 -> 4
d : -150.0000, 7 -> 3
b : -83.0000, 0 -> 3
a : -294.0000, 0 -> 3
d : 937.0000, 1 -> 5
b : -330.0000, 1 -> 4
d : -423.0000, 2 -> 5
c : -384.0000, 2 -> 5
b : 911.0000, 3 -> 2
b : -537.0000, 3 -> 1
a : -259.0000, 4 -> 6
d : -219.0000, 4 -> 5
b : -836.0000, 5 -> 2
a : 360.0000, 5 -> 0
c : -145.0000, 6 -> 6
a : 163.0000, 6 -> 7
c : -436.0000, 7 -> 6
c : -237.0000, 7 -> 0
