a : -796.0000, 0 -> 1
b : 609.0000, 0 -> 2
c : 693.0000, 0 -> 3
d : 879.0000, 0 -> 2
a : -369.0000, 1 -> 2
b : -744.0000, 1 -> 3
c : -760.0000, 1 -> 3
d : -866.0000, 1 -> 3
a : -78.0000, 2 -> 3
b : 304.0000, 2 -> 0
c : -705.0000, 2 -> 0
d : -714.0000, 2 -> 0
a : -285.0000, 3 -> 3
b : 185.0000, 3 -> 3
c : -765.0000, 3 -> 3
d : 403.0000, 3 -> 2
a : -383.0000, 0 -> 3
a : 484.0000, 0 -> 0
d : 393.0000, 1 -> 0
a : -9.0000, 1 -> 3
a : 79.0000, 2 -> 1
c : 247.0000, 2 -> 3
a : 587.0000, 3 -> 2
c : -881.0000, 3 -> 0
