a : 442.0000, 0 -> 4
b : -620.0000, 0 -> 5
a : -482.0000, 1 -> 2
b : 400.0000, 1 -> 0
a : 117.0000, 2 -> 0
b : 964.0000, 2 -> 3
a : -995.0000, 3 -> 7
b : 599.0000, 3 -> 3
a : -127.0000, 4 -> 6
b : -453.0000, 4 -> 6
a : -964.0000, 5 -> 6
b : -986.0000, 5 -> 4
a : -203.0000, 6 -> 5
b : 85.0000, 6 -> 1
a : 161.0000, 7 -> 1
b : 85.0000, 7 -> 2
b : -879.0000, 0 -> 2
a : 81.0000, 1 -> 7
b : 745.0000, 2 -> 0
a : 14.0000, 3 -> 5
a : -398.0000, 4 -> 1
b : -256.0000, 5 -> 3
a : -696.0000, 6 -> 3
b : 594.0000, 7 -> 3
