a : -356.0000, 0 -> 0
b : -717.0000, 0 -> 2
c : -471.0000, 0 -> 0
d : 387.0000, 0 -> 0
a : -1000.0000, 1 -> 3
b : -777.0000, 1 -> 2
c : -943.0000, 1 -> 3
d : 500.0000, 1 -> 2
a : 104.0000, 2 -> 1
b : -917.0000, 2 -> 3
c : 690.0000, 2 -> 0
d : -927.0000, 2 -> 0
a : -402.0000, 3 -> 0
b : -407.0000, 3 -> 1
c : 341.0000, 3 -> 0
d : 491.0000, 3 -> 2
b : 383.0000, 0 -> 0
c : -674.0000, 0 -> 3
c : -409.0000, 1 -> 0
a : 678.0000, 1 -> 1
b : 743.0000, 2 -> 0
c : -325.0000, 2 -> 3
d : 806.0000, 3 -> 0
a : 959.0000, 3 -> 3
