a : -909.0000, 0 -> 3
b : 564.0000, 0 -> 1
c : -57.0000, 0 -> 1
d : 739.0000, 0 -> 1
a : 557.0000, 1 -> 0
b : 471.0000, 1 -> 1
c : -698.0000, 1 -> 3
d : 441.0000, 1 -> 2
a : -525.0000, 2 -> 2
b : -363.0000, 2 -> 2
c : -846.0000, 2 -> 2
d : 344.0000, 2 -> 0
a : 9.0000, 3 -> 2
b : 580.0000, 3 -> 0
c : 750.0000, 3 -> 3
d : 262.0000, 3 -> 1
a : -481.0000, 0 -> 2
c : 116.0000, 0 -> 3
d : 919.0000, 1 -> 1
a : -37.0000, 1 -> 1
a : -999.0000, 2 -> 1
b : -314.0000, 2 -> 1
d : 575.0000, 3 -> 2
d : 330.0000, 3 -> 0
