a : 818.0000, 0 -> 3
b : -891.0000, 0 -> 4
a : 326.0000, 1 -> 0
b : 109.0000, 1 -> 1
a : -288.0000, 2 -> 2
b : -127.0000, 2 -> 0
a : 223.0000, 3 -> 6
b : 108.0000, 3 -> 2
a : 160.0000, 4 -> 3
b : 755.0000, 4 -> 4
a : -98.0000, 5 -> 2
b : 790.0000, 5 -> 7
a : -717.0000, 6 -> 2
b : -704.0000, 6 -> 4
a : -493.0000, 7 -> 2
b : -447.0000, 7 -> 0
b : 919.0000, 0 -> 5
b : 740.0000, 1 -> 0
b : -595.0000, 2 -> 6
b : -561.0000, 3 -> 6
b : 556.0000, 4 -> 3
a : 640.0000, 5 -> 3
a : 59.0000, 6 -> 6
a : 707.0000, 7 -> 1
