a : 269.0000, 0 -> 1
b : -764.0000, 0 -> 1
c : -874.0000, 0 -> 5
d : -946.0000, 0 -> 6
a : -544.0000, 1 -> 7
b : 323.0000, 1 -> 0
c : -206.0000, 1 -> 5
d : -413.0000, 1 -> 2
a : 840.0000, 2 -> 3
b : -618.0000, 2 -> 1
c : -370.0000, 2 -> 1
d : -703.0000, 2 -> 4
a : 362.0000, 3 -> 7
b : -118.0000, 3 -> 5
c : 143.0000, 3 -> 1
d : 280.0000, 3 -> 2
a : -262.0000, 4 -> 0
b : -281.0000, 4 -> 0
c : 114.0000, 4 -> 5
d : -417.0000, 4 -> 7
a : -447.0000, 5 -> 0
b : 227.0000, 5 -> 7
c : -170.0000, 5 -> 5
d : -199.0000, 5 -> 3
a : -605.0000, 6 -> 7
b : 550.0000, 6 -> 1
c : -870.0000, 6 -> 1
d : -611.0000, 6 -> 0
a : -442.0000, 7 -> 0
b : -568.0000, 7 -> 3
c : 331.0000, 7 -> 3
d : -795.0000, 7 -> 3
c : 498.0000, 0 -> 1
c : -32.0000, 0 -> 0
b : 428.0000, 1 -> 4
b : -204.0000, 1 -> 3
a : 988.0000, 2 -> 7
b : 538.0000, 2 -> 4
b : -558.0000, 3 -> 0
a : 952.0000, 3 -> 5
d : 287.0000, 4 -> 4
b : 350.0000, 4 -> 1
d : -649.0000, 5 -> 1
a : 202.0000, 5 -> 5
a : -462.0000, 6 -> 6
b : -482.0000, 6 -> 4
c : 676.0000, 7 -> 4
d : -352.0000, 7 -> 7
