a : -192.0000, 0 -> 0
b : 362.0000, 0 -> 0
a : 982.0000, 1 -> 5
b : 305.0000, 1 -> 2
a : 331.0000, 2 -> 3
b : -342.0000, 2 -> 6
a : 711.0000, 3 -> 3
b : 737.0000, 3 -> 1
a : -131.0000, 4 -> 7
b : -562.0000, 4 -> 6
a : -964.0000, 5 -> 1
b : 306.0000, 5 -> 2
a : 804.0000, 6 -> 5
b : -28.0000, 6 -> 0
a : -74.0000, 7 -> 7
b : 964.0000, 7 -> 1
b : 678.0000, 0 -> 3
b : -711.0000, 1 -> 7
a : 668.0000, 2 -> 2
a : 218.0000, 3 -> 2
b : 127.0000, 4 -> 4
a : 402.0000, 5 -> 0
a : -875.0000, 6 -> 3
a : 619.0000, 7 -> 0
b : -947.0000, 6 -> 4
