a : 522.0000, 0 -> 1
b : -100.0000, 0 -> 4
a : 46.0000, 1 -> 3
b : -543.0000, 1 -> 1
a : 108.0000, 2 -> 7
b : -613.0000, 2 -> 5
a : 592.0000, 3 -> 3
b : 24.0000, 3 -> 6
a : -113.0000, 4 -> 7
b : -901.0000, 4 -> 7
a : 205.0000, 5 -> 6
b : 658.0000, 5 -> 2
a : 947.0000, 6 -> 6
b : -443.0000, 6 -> 7
a : -820.0000, 7 -> 6
b : 796.0000, 7 -> 2
b : -309.0000, 0 -> 2
a : -924.0000, 1 -> 5
a : -300.0000, 2 -> 0
b : -156.0000, 3 -> 2
b : 811.0000, 4 -> 3
a : -847.0000, 5 -> 3
a : -477.0000, 6 -> 2
b : 407.0000, 7 -> 7
