a : 333.0000, 0 -> 2
b : 886.0000, 0 -> 1
a : 440.0000, 1 -> 2
b : -522.0000, 1 -> 7
a : 505.0000, 2 -> 1
b : -721.0000, 2 -> 1
a : 531.0000, 3 -> 4
b : 552.0000, 3 -> 3
a : -963.0000, 4 -> 6
b : -914.0000, 4 -> 0
a : -783.0000, 5 -> 7
b : 496.0000, 5 -> 2
a : 754.0000, 6 -> 1
b : -394.0000, 6 -> 1
a : -678.0000, 7 -> 5
b : 806.0000, 7 -> 6
a : 872.0000, 0 -> 1
a : 842.0000, 1 -> 4
b : -765.0000, 2 -> 6
b : 651.0000, 3 -> 7
b : 332.0000, 4 -> 7
b : 899.0000, 5 -> 1
a : 725.0000, 6 -> 4
a : -963.0000, 7 -> 1
a : -273.0000, 6 -> 3
