a : 847.0000, 0 -> 0
b : 843.0000, 0 -> 2
c : 795.0000, 0 -> 5
d : -206.0000, 0 -> 5
a : 787.0000, 1 -> 0
b : -10.0000, 1 -> 0
c : 49.0000, 1 -> 5
d : 873.0000, 1 -> 1
a : -301.0000, 2 -> 7
b : 588.0000, 2 -> 2
c : -214.0000, 2 -> 0
d : 880.0000, 2 -> 2
a : -885.0000, 3 -> 6
b : 963.0000, 3 -> 1
c : 40.0000, 3 -> 2
d : -326.0000, 3 -> 7
a : -214.0000, 4 -> 3
b : -595.0000, 4 -> 4
c : -953.0000, 4 -> 5
d : -304.0000, 4 -> 2
a : -621.0000, 5 -> 1
b : 820.0000, 5 -> 2
c : 216.0000, 5 -> 4
d : -210.0000, 5 -> 0
a : 322.0000, 6 -> 2
b : -162.0000, 6 -> 6
c : 556.0000, 6 -> 7
d : -280.0000, 6 -> 3
a : -190.0000, 7 -> 2
b : 319.0000, 7 -> 4
c : -842.0000, 7 -> 5
d : -756.0000, 7 -> 6
d : -310.0000, 0 -> 2
d : 185.0000, 0 -> 1
a : -871.0000, 1 -> 6
a : -779.0000, 1 -> 2
b : 353.0000, 2 -> 7
a : -24.0000, 2 -> 2
d : -689.0000, 3 -> 1
b : 154.0000, 3 -> 5
d : -923.0000, 4 -> 3
a : 89.0000, 4 -> 5
b : 340.0000, 5 -> 3
b : -372.0000, 5 -> 0
d : -908.0000, 6 -> 5
d : 880.0000, 6 -> 0
d : -810.0000, 7 -> 7
c : 986.0000, 7 -> 6
