a : -705.0000, 0 -> 4
b : 246.0000, 0 -> 0
c : 534.0000, 0 -> 0
d : -236.0000, 0 -> 6
a : -362.0000, 1 -> 5
b : -731.0000, 1 -> 5
c : 107.0000, 1 -> 3
d : -90.0000, 1 -> 5
a : -460.0000, 2 -> 6
b : -402.0000, 2 -> 1
c : 952.0000, 2 -> 2
d : -756.0000, 2 -> 0
a : 849.0000, 3 -> 1
b : -799.0000, 3 -> 6
c : -876.0000, 3 -> 3
d : 735.0000, 3 -> 2
a : -530.0000, 4 -> 6
b : -999.0000, 4 -> 5
c : -78.0000, 4 -> 0
d : 801.0000, 4 -> 6
a : -418.0000, 5 -> 2
b : 80.0000, 5 -> 0
c : -40.0000, 5 -> 7
d : 649.0000, 5 -> 4
a : 30.0000, 6 -> 7
b : 971.0000, 6 -> 2
c : 570.0000, 6 -> 4
d : -796.0000, 6 -> 3
a : 754.0000, 7 -> 6
b : -655.0000, 7 -> 6
c : -497.0000, 7 -> 5
d : -787.0000, 7 -> 7
d : 442.0000, 0 -> 1
b : -564.0000, 0 -> 4
b : -573.0000, 1 -> 0
b : 918.0000, 1 -> 4
d : -966.0000, 2 -> 4
c : -420.0000, 2 -> 3
d : -635.0000, 3 -> 6
c : 682.0000, 3 -> 2
c : 22.0000, 4 -> 1
b : -895.0000, 4 -> 1
c : 116.0000, 5 -> 6
a : -474.0000, 5 -> 7
c : -336.0000, 6 -> 5
b : -319.0000, 6 -> 4
c : 694.0000, 7 -> 2
d : 148.0000, 7 -> 5
