a : 210.0000, 0 -> 1
b : -555.0000, 0 -> 3
a : 366.0000, 1 -> 1
b : -318.0000, 1 -> 2
a : -201.0000, 2 -> 2
b : -687.0000, 2 -> 1
a : -847.0000, 3 -> 0
b : 437.0000, 3 -> 2
a : -645.0000, 4 -> 0
b : 521.0000, 4 -> 0
a : -798.0000, 5 -> 3
b : -602.0000, 5 -> 5
a : 265.0000, 6 -> 1
b : 349.0000, 6 -> 3
a : 547.0000, 7 -> 0
b : 437.0000, 7 -> 5
a : -950.0000, 0 -> 3
b : -44.0000, 1 -> 0
b : -317.0000, 2 -> 6
b : -831.0000, 3 -> 1
b : 708.0000, 4 -> 5
a : 634.0000, 5 -> 5
a : 738.0000, 6 -> 4
b : -835.0000, 7 -> 4
b : 928.0000, 2 -> 7
