a : 216.0000, 0 -> 1
b : 509.0000, 0 -> 1
c : -177.0000, 0 -> 3
d : 228.0000, 0 -> 0
a : 101.0000, 1 -> 1
b : -907.0000, 1 -> 1
c : 261.0000, 1 -> 0
d : -181.0000, 1 -> 0
a : 631.0000, 2 -> 3
b : -509.0000, 2 -> 3
c : 71.0000, 2 -> 1
d : -718.0000, 2 -> 0
a : -81.0000, 3 -> 2
b : 157.0000, 3 -> 1
c : 929.0000, 3 -> 1
d : 860.0000, 3 -> 1
c : -39.0000, 0 -> 0
a : -742.0000, 0 -> 2
a : 985.0000, 1 -> 0
c : -518.0000, 1 -> 2
b : -407.0000, 2 -> 2
c : -883.0000, 2 -> 2
a : 957.0000, 3 -> 3
a : -296.0000, 3 -> 1
