a : 768.0000, 0 -> 3
b : -681.0000, 0 -> 3
c : -757.0000, 0 -> 1
d : 551.0000, 0 -> 2
a : 16.0000, 1 -> 1
b : -528.0000, 1 -> 1
c : 565.0000, 1 -> 0
d : 49.0000, 1 -> 2
a : -340.0000, 2 -> 0
b : 424.0000, 2 -> 2
c : -882.0000, 2 -> 2
d : -498.0000, 2 -> 3
a : -877.0000, 3 -> 2
b : -466.0000, 3 -> 1
c : -364.0000, 3 -> 2
d : -236.0000, 3 -> 2
b : 5.0000, 0 -> 2
c : 283.0000, 0 -> 0
a : -486.0000, 1 -> 3
b : 464.0000, 1 -> 3
a : -91.0000, 2 -> 1
c : -556.0000, 2 -> 1
d : 426.0000, 3 -> 3
c : 251.0000, 3 -> 1
