a : -154.0000, 0 -> 2
b : -413.0000, 0 -> 0
a : -38.0000, 1 -> 2
b : -226.0000, 1 -> 6
a : 574.0000, 2 -> 4
b : -384.0000, 2 -> 1
a : -213.0000, 3 -> 3
b : -493.0000, 3 -> 4
a : 481.0000, 4 -> 0
b : -883.0000, 4 -> 6
a : 491.0000, 5 -> 6
b : 778.0000, 5 -> 3
a : 410.0000, 6 -> 7
b : -696.0000, 6 -> 5
a : 206.0000, 7 -> 3
b : 558.0000, 7 -> 7
b : -31.0000, 0 -> 6
b : -699.0000, 1 -> 2
b : -6.0000, 2 -> 7
b : -282.0000, 3 -> 3
a : -395.0000, 4 -> 1
b : 871.0000, 5 -> 6
a : 629.0000, 6 -> 0
b : 769.0000, 7 -> 1
