a : 582.0000, 0 -> 6
b : -249.0000, 0 -> 4
a : 462.0000, 1 -> 0
b : 571.0000, 1 -> 6
a : 345.0000, 2 -> 3
b : 653.0000, 2 -> 4
a : 259.0000, 3 -> 7
b : -355.0000, 3 -> 1
a : -685.0000, 4 -> 3
b : 769.0000, 4 -> 1
a : -930.0000, 5 -> 3
b : 448.0000, 5 -> 0
a : -705.0000, 6 -> 2
b : 278.0000, 6 -> 0
a : -996.0000, 7 -> 4
b : 812.0000, 7 -> 1
b : 420.0000, 0 -> 5
b : 676.0000, 1 -> 3
a : -522.0000, 2 -> 2
b : -947.0000, 3 -> 0
b : -588.0000, 4 -> 5
a : -603.0000, 5 -> 6
b : 912.0000, 6 -> 1
a : 259.0000, 7 -> 0
