a : 219.0000, 0 -> 6
b : 890.0000, 0 -> 4
a : -366.0000, 1 -> 0
b : -155.0000, 1 -> 3
a : -884.0000, 2 -> 3
b : -432.0000, 2 -> 0
a : 483.0000, 3 -> 7
b : 854.0000, 3 -> 7
a : -702.0000, 4 -> 0
b : -333.0000, 4 -> 3
a : -619.0000, 5 -> 7
b : 389.0000, 5 -> 1
a : -708.0000, 6 -> 2
b : -609.0000, 6 -> 2
a : 210.0000, 7 -> 1
b : -888.0000, 7 -> 4
a : -907.0000, 0 -> 5
b : 468.0000, 1 -> 7
a : -802.0000, 2 -> 6
a : 905.0000, 3 -> 2
b : 778.0000, 4 -> 2
b : 264.0000, 5 -> 6
a : -181.0000, 6 -> 7
a : -948.0000, 7 -> 7
