a : 900.0000, 0 -> 5
b : -563.0000, 0 -> 2
a : -491.0000, 1 -> 1
b : -256.0000, 1 -> 6
a : -252.0000, 2 -> 1
b : 432.0000, 2 -> 4
a : 595.0000, 3 -> 2
b : -650.0000, 3 -> 7
a : 77.0000, 4 -> 4
b : 113.0000, 4 -> 7
a : -806.0000, 5 -> 0
b : -286.0000, 5 -> 3
a : -378.0000, 6 -> 3
b : 647.0000, 6 -> 6
a : 375.0000, 7 -> 2
b : 510.0000, 7 -> 0
a : -335.0000, 0 -> 4
a : 648.0000, 1 -> 7
a : 157.0000, 2 -> 0
a : 522.0000, 3 -> 4
a : 285.0000, 4 -> 1
b : -602.0000, 5 -> 4
a : 698.0000, 6 -> 0
a : -14.0000, 7 -> 0
