a : -688.0000, 0 -> 2
b : -415.0000, 0 -> 1
c : 999.0000, 0 -> 0
d : -346.0000, 0 -> 2
a : 197.0000, 1 -> 3
b : -796.0000, 1 -> 1
c : 557.0000, 1 -> 3
d : 541.0000, 1 -> 3
a : 954.0000, 2 -> 2
b : -382.0000, 2 -> 3
c : -110.0000, 2 -> 1
d : 36.0000, 2 -> 1
a : -504.0000, 3 -> 1
b : -311.0000, 3 -> 2
c : 589.0000, 3 -> 3
d : -493.0000, 3 -> 3
d : -909.0000, 0 -> 3
c : -643.0000, 0 -> 2
c : -791.0000, 1 -> 1
b : 806.0000, 1 -> 0
b : -599.0000, 2 -> 0
b : 774.0000, 2 -> 1
d : 352.0000, 3 -> 2
d : -840.0000, 3 -> 1
