a : -732.0000, 0 -> 4
b : 926.0000, 0 -> 0
a : -6.0000, 1 -> 3
b : -797.0000, 1 -> 5
a : 66.0000, 2 -> 7
b : 301.0000, 2 -> 3
a : 967.0000, 3 -> 3
b : -860.0000, 3 -> 0
a : -411.0000, 4 -> 1
b : -110.0000, 4 -> 5
a : -915.0000, 5 -> 2
b : -238.0000, 5 -> 3
a : 862.0000, 6 -> 3
b : 239.0000, 6 -> 1
a : -68.0000, 7 -> 6
b : -538.0000, 7 -> 5
b : 603.0000, 0 -> 7
b : -508.0000, 1 -> 3
b : -414.0000, 2 -> 1
b : 236.0000, 3 -> 4
a : -805.0000, 4 -> 4
b : -879.0000, 5 -> 7
b : -963.0000, 6 -> 3
b : -52.0000, 7 -> 7
