a : -679.0000, 0 -> 5
b : -304.0000, 0 -> 0
a : -497.0000, 1 -> 1
b : -209.0000, 1 -> 0
a : 742.0000, 2 -> 0
b : -654.0000, 2 -> 4
a : 55.0000, 3 -> 1
b : 139.0000, 3 -> 7
a : -420.0000, 4 -> 3
b : 69.0000, 4 -> 2
a : 490.0000, 5 -> 6
b : -350.0000, 5 -> 6
a : -780.0000, 6 -> 1
b : 565.0000, 6 -> 6
a : 86.0000, 7 -> 3
b : -315.0000, 7 -> 7
b : 758.0000, 0 -> 3
a : 507.0000, 1 -> 3
a : 986.0000, 2 -> 2
a : -858.0000, 3 -> 5
a : -395.0000, 4 -> 6
a : 975.0000, 5 -> 3
b : 823.0000, 6 -> 0
b : 696.0000, 7 -> 6
a : -22.0000, 0 -> 4
