a : -145.0000, 0 -> 7
b : 920.0000, 0 -> 0
a : -153.0000, 1 -> 6
b : -342.0000, 1 -> 4
a : -242.0000, 2 -> 7
b : -995.0000, 2 -> 6
a : 242.0000, 3 -> 1
b : 116.0000, 3 -> 3
a : -523.0000, 4 -> 1
b : -330.0000, 4 -> 3
a : 34.0000, 5 -> 4
b : 597.0000, 5 -> 1
a : -624.0000, 6 -> 5
b : 914.0000, 6 -> 0
a : -679.0000, 7 -> 1
b : -690.0000, 7 -> 1
a : -776.0000, 0 -> 6
a : -138.0000, 1 -> 0
a : 774.0000, 2 -> 0
a : 45.0000, 3 -> 4
a : -772.0000, 4 -> 0
b : -471.0000, 5 -> 7
a : -491.0000, 6 -> 2
b : 859.0000, 7 -> 4
