a : -516.0000, 0 -> 0
b : -70.0000, 0 -> 1
c : -863.0000, 0 -> 0
d : -55.0000, 0 -> 2
a : 178.0000, 1 -> 3
b : 911.0000, 1 -> 2
c : 51.0000, 1 -> 1
d : 281.0000, 1 -> 1
a : 961.0000, 2 -> 1
b : 942.0000, 2 -> 1
c : -919.0000, 2 -> 1
d : 833.0000, 2 -> 2
a : -916.0000, 3 -> 2
b : -630.0000, 3 -> 1
c : -341.0000, 3 -> 0
d : -881.0000, 3 -> 0
c : -773.0000, 0 -> 1
b : -519.0000, 0 -> 3
d : -665.0000, 1 -> 2
c : -257.0000, 1 -> 3
d : 90.0000, 2 -> 1
a : -622.0000, 2 -> 0
a : -202.0000, 3 -> 3
c : 884.0000, 3 -> 3
