a : -929.0000, 0 -> 2
b : -561.0000, 0 -> 0
c : -54.0000, 0 -> 2
d : 172.0000, 0 -> 0
a : -642.0000, 1 -> 5
b : 522.0000, 1 -> 4
c : -443.0000, 1 -> 3
d : -253.0000, 1 -> 3
a : 264.0000, 2 -> 1
b : -826.0000, 2 -> 0
c : 938.0000, 2 -> 5
d : 328.0000, 2 -> 4
a : 81.0000, 3 -> 6
b : 311.0000, 3 -> 4
c : 499.0000, 3 -> 2
d : 74.0000, 3 -> 6
a : 987.0000, 4 -> 0
b : 277.0000, 4 -> 6
c : 791.0000, 4 -> 4
d : 897.0000, 4 -> 3
a : 830.0000, 5 -> 2
b : -312.0000, 5 -> 4
c : 15.0000, 5 -> 4
d : 786.0000, 5 -> 3
a : -189.0000, 6 -> 6
b : 512.0000, 6 -> 7
c : 939.0000, 6 -> 5
d : 383.0000, 6 -> 1
a : 796.0000, 7 -> 0
b : 213.0000, 7 -> 4
c : -938.0000, 7 -> 3
d : -321.0000, 7 -> 7
b : -181.0000, 0 -> 5
a : -247.0000, 0 -> 5
d : -899.0000, 1 -> 4
b : 293.0000, 1 -> 2
a : 669.0000, 2 -> 3
d : 746.0000, 2 -> 5
b : 982.0000, 3 -> 5
b : 475.0000, 3 -> 6
c : -568.0000, 4 -> 1
b : 761.0000, 4 -> 4
b : 256.0000, 5 -> 0
b : -303.0000, 5 -> 5
a : 510.0000, 6 -> 2
d : -212.0000, 6 -> 7
b : -986.0000, 7 -> 3
d : 297.0000, 7 -> 3
