a : -277.0000, 0 -> 0
b : 346.0000, 0 -> 4
a : -911.0000, 1 -> 0
b : 381.0000, 1 -> 7
a : 772.0000, 2 -> 6
b : -232.0000, 2 -> 6
a : 273.0000, 3 -> 2
b : -609.0000, 3 -> 1
a : -548.0000, 4 -> 2
b : 666.0000, 4 -> 5
a : 92.0000, 5 -> 2
b : 621.0000, 5 -> 7
a : 954.0000, 6 -> 7
b : 970.0000, 6 -> 3
a : -687.0000, 7 -> 3
b : 67.0000, 7 -> 5
b : -458.0000, 0 -> 2
b : 105.0000, 1 -> 5
b : -931.0000, 2 -> 5
a : 663.0000, 3 -> 4
b : 533.0000, 4 -> 1
b : 544.0000, 5 -> 6
a : 251.0000, 6 -> 5
a : 472.0000, 7 -> 7
