a : 149.0000, 0 -> 2
b : -856.0000, 0 -> 2
c : 981.0000, 0 -> 1
d : 224.0000, 0 -> 3
a : 458.0000, 1 -> 1
b : -409.0000, 1 -> 1
c : 854.0000, 1 -> 0
d : 458.0000, 1 -> 1
a : -302.0000, 2 -> 0
b : 1000.0000, 2 -> 3
c : -771.0000, 2 -> 0
d : 925.0000, 2 -> 2
a : 528.0000, 3 -> 3
b : -365.0000, 3 -> 0
c : -347.0000, 3 -> 3
d : 279.0000, 3 -> 2
d : -174.0000, 0 -> 2
b : 948.0000, 0 -> 0
d : -106.0000, 1 -> 3
c : 921.0000, 1 -> 2
a : 688.0000, 2 -> 3
d : -822.0000, 2 -> 0
c : -146.0000, 3 -> 1
a : 95.0000, 3 -> 0
