a : 694.0000, 0 -> 5
b : -3.0000, 0 -> 0
a : 905.0000, 1 -> 3
b : 861.0000, 1 -> 1
a : 660.0000, 2 -> 4
b : 24.0000, 2 -> 2
a : -169.0000, 3 -> 4
b : -314.0000, 3 -> 6
a : 482.0000, 4 -> 6
b : 447.0000, 4 -> 1
a : -678.0000, 5 -> 5
b : 198.0000, 5 -> 0
a : -334.0000, 6 -> 3
b : -647.0000, 6 -> 4
a : 248.0000, 7 -> 7
b : 10.0000, 7 -> 4
b : -981.0000, 0 -> 3
a : 258.0000, 1 -> 6
b : -606.0000, 2 -> 3
b : 777.0000, 3 -> 5
b : -734.0000, 4 -> 4
b : 933.0000, 5 -> 7
b : 31.0000, 6 -> 6
a : 488.0000, 7 -> 0
a : 787.0000, 1 -> 2
