a : 224.0000, 0 -> 0
b : -863.0000, 0 -> 1
c : 754.0000, 0 -> 4
d : -976.0000, 0 -> 0
a : 743.0000, 1 -> 1
b : -643.0000, 1 -> 1
c : 142.0000, 1 -> 6
d : 817.0000, 1 -> 2
a : -581.0000, 2 -> 0
b : 971.0000, 2 -> 0
c : 811.0000, 2 -> 4
d : -712.0000, 2 -> 0
a : -760.0000, 3 -> 4
b : -564.0000, 3 -> 6
c : -48.0000, 3 -> 5
d : -746.0000, 3 -> 0
a : -313.0000, 4 -> 3
b : -168.0000, 4 -> 1
c : 908.0000, 4 -> 7
d : -993.0000, 4 -> 3
a : -592.0000, 5 -> 4
b : 9.0000, 5 -> 0
c : 981.0000, 5 -> 6
d : -181.0000, 5 -> 1
a : 335.0000, 6 -> 0
b : -837.0000, 6 -> 4
c : 491.0000, 6 -> 6
d : 857.0000, 6 -> 4
a : -758.0000, 7 -> 0
b : 615.0000, 7 -> 1
c : -504.0000, 7 -> 7
d : 557.0000, 7 -> 5
a : -667.0000, 0 -> 4
c : 823.0000, 0 -> 1
d : -582.0000, 1 -> 3
c : 706.0000, 1 -> 1
b : -72.0000, 2 -> 4
d : 113.0000, 2 -> 4
a : -328.0000, 3 -> 0
c : 113.0000, 3 -> 0
a : 465.0000, 4 -> 5
b : 129.0000, 4 -> 0
a : 404.0000, 5 -> 3
a : 965.0000, 5 -> 5
c : -768.0000, 6 -> 2
a : 816.0000, 6 -> 2
c : 454.0000, 7 -> 2
c : 12.0000, 7 -> 1
