a : -329.0000, 0 -> 5
b : 552.0000, 0 -> 4
c : -56.0000, 0 -> 0
d : -501.0000, 0 -> 6
a : 323.0000, 1 -> 2
b : 195.0000, 1 -> 2
c : -273.0000, 1 -> 7
d : -680.0000, 1 -> 6
a : 89.0000, 2 -> 3
b : -947.0000, 2 -> 5
c : -994.0000, 2 -> 7
d : -883.0000, 2 -> 3
a : 96.0000, 3 -> 0
b : 867.0000, 3 -> 3
c : -340.0000, 3 -> 4
d : -289.0000, 3 -> 7
a : 233.0000, 4 -> 0
b : -476.0000, 4 -> 7
c : 279.0000, 4 -> 6
d : 181.0000, 4 -> 7
a : 577.0000, 5 -> 1
b : -530.0000, 5 -> 4
c : -858.0000, 5 -> 3
d : 913.0000, 5 -> 5
a : 576.0000, 6 -> 3
b : -44.0000, 6 -> 1
c : 165.0000, 6 -> 3
d : 376.0000, 6 -> 0
a : -472.0000, 7 -> 6
b : 921.0000, 7 -> 4
c : 285.0000, 7 -> 1
d : 398.0000, 7 -> 2
a : 486.0000, 0 -> 3
a : 217.0000, 0 -> 6
c : 180.0000, 1 -> 6
c : -144.0000, 1 -> 1
d : 2.0000, 2 -> 6
d : 495.0000, 2 -> 0
c : 734.0000, 3 -> 1
d : 661.0000, 3 -> 2
b : -660.0000, 4 -> 6
c : -997.0000, 4 -> 1
c : -429.0000, 5 -> 0
d : 631.0000, 5 -> 6
c : 265.0000, 6 -> 5
d : 447.0000, 6 -> 1
b : -114.0000, 7 -> 0
b : -688.0000, 7 -> 6
