a : 90.0000, 0 -> 3
b : -116.0000, 0 -> 5
a : 398.0000, 1 -> 6
b : -596.0000, 1 -> 0
a : -512.0000, 2 -> 5
b : 364.0000, 2 -> 0
a : 536.0000, 3 -> 1
b : 681.0000, 3 -> 1
a : 35.0000, 4 -> 6
b : 917.0000, 4 -> 7
a : -372.0000, 5 -> 4
b : -733.0000, 5 -> 7
a : -332.0000, 6 -> 0
b : -635.0000, 6 -> 3
a : 379.0000, 7 -> 7
b : 53.0000, 7 -> 5
b : -787.0000, 0 -> 2
b : -318.0000, 1 -> 7
a : -604.0000, 2 -> 1
b : 196.0000, 3 -> 5
a : -159.0000, 4 -> 1
a : 852.0000, 5 -> 5
b : 653.0000, 6 -> 6
a : 306.0000, 7 -> 3
