a : -979.0000, 0 -> 3
b : -752.0000, 0 -> 0
c : 972.0000, 0 -> 0
d : 34.0000, 0 -> 1
a : 39.0000, 1 -> 2
b : 515.0000, 1 -> 0
c : -123.0000, 1 -> 3
d : -902.0000, 1 -> 2
a : 860.0000, 2 -> 0
b : -59.0000, 2 -> 2
c : 131.0000, 2 -> 2
d : -432.0000, 2 -> 3
a : -355.0000, 3 -> 2
b : 527.0000, 3 -> 2
c : 403.0000, 3 -> 1
d : -444.0000, 3 -> 3
c : -469.0000, 0 -> 3
a : -940.0000, 0 -> 2
d : -269.0000, 1 -> 3
d : -12.0000, 1 -> 1
d : -829.0000, 2 -> 0
b : 672.0000, 2 -> 1
a : 5.0000, 3 -> 0
c : 725.0000, 3 -> 3
