a : 858.0000, 0 -> 2
b : 35.0000, 0 -> 5
a : 950.0000, 1 -> 2
b : 643.0000, 1 -> 3
a : 65.0000, 2 -> 6
b : 855.0000, 2 -> 0
a : 878.0000, 3 -> 6
b : 903.0000, 3 -> 3
a : -585.0000, 4 -> 7
b : -105.0000, 4 -> 3
a : -160.0000, 5 -> 2
b : 745.0000, 5 -> 7
a : 751.0000, 6 -> 4
b : -227.0000, 6 -> 6
a : 903.0000, 7 -> 6
b : -50.0000, 7 -> 6
b : 870.0000, 0 -> 7
b : 894.0000, 1 -> 5
b : 407.0000, 2 -> 3
b : 842.0000, 3 -> 6
b : -592.0000, 4 -> 4
a : 333.0000, 5 -> 3
a : -213.0000, 6 -> 0
b : -785.0000, 7 -> 5
b : -673.0000, 0 -> 1
