a : 240.0000, 0 -> 2
b : 363.0000, 0 -> 3
c : 800.0000, 0 -> 3
d : -20.0000, 0 -> 3
a : 274.0000, 1 -> 1
b : 234.0000, 1 -> 2
c : -97.0000, 1 -> 0
d : -663.0000, 1 -> 0
a : 713.0000, 2 -> 1
b : 505.0000, 2 -> 0
c : 96.0000, 2 -> 0
d : 297.0000, 2 -> 3
a : 597.0000, 3 -> 0
b : 811.0000, 3 -> 1
c : 715.0000, 3 -> 1
d : 914.0000, 3 -> 0
b : -675.0000, 0 -> 1
c : 689.0000, 0 -> 1
d : 778.0000, 1 -> 1
d : 625.0000, 1 -> 3
c : -577.0000, 2 -> 2
a : 227.0000, 2 -> 0
b : 112.0000, 3 -> 0
c : 720.0000, 3 -> 0
