a : -390.0000, 0 -> 3
b : 761.0000, 0 -> 1
a : -202.0000, 1 -> 6
b : -220.0000, 1 -> 7
a : 451.0000, 2 -> 3
b : 693.0000, 2 -> 3
a : -150.0000, 3 -> 4
b : -77.0000, 3 -> 5
a : -269.0000, 4 -> 3
b : -886.0000, 4 -> 1
a : -410.0000, 5 -> 1
b : 866.0000, 5 -> 1
a : -314.0000, 6 -> 3
b : 504.0000, 6 -> 7
a : 736.0000, 7 -> 6
b : 654.0000, 7 -> 5
b : -19.0000, 0 -> 4
a : -690.0000, 1 -> 0
b : -49.0000, 2 -> 5
b : 877.0000, 3 -> 0
a : 90.0000, 4 -> 4
b : 548.0000, 5 -> 0
a : 337.0000, 6 -> 5
b : 74.0000, 7 -> 2
