a : -329.0000, 0 -> 3
b : -233.0000, 0 -> 1
c : -557.0000, 0 -> 2
d : -307.0000, 0 -> 0
a : 489.0000, 1 -> 0
b : 805.0000, 1 -> 1
c : -285.0000, 1 -> 0
d : -317.0000, 1 -> 1
a : -673.0000, 2 -> 3
b : -809.0000, 2 -> 2
c : -876.0000, 2 -> 1
d : 393.0000, 2 -> 0
a : 539.0000, 3 -> 3
b : 737.0000, 3 -> 1
c : 727.0000, 3 -> 3
d : -323.0000, 3 -> 3
b : -431.0000, 0 -> 0
c : -641.0000, 0 -> 0
d : 968.0000, 1 -> 2
c : 290.0000, 1 -> 1
c : 548.0000, 2 -> 2
a : -371.0000, 2 -> 2
d : 65.0000, 3 -> 2
d : -913.0000, 3 -> 0
