a : 913.0000, 0 -> 6
b : 639.0000, 0 -> 2
c : 627.0000, 0 -> 6
d : 544.0000, 0 -> 1
a : 412.0000, 1 -> 2
b : -361.0000, 1 -> 6
c : -202.0000, 1 -> 4
d : -828.0000, 1 -> 7
a : -668.0000, 2 -> 7
b : 315.0000, 2 -> 5
c : -882.0000, 2 -> 5
d : 2.0000, 2 -> 3
a : 500.0000, 3 -> 1
b : -827.0000, 3 -> 6
c : -153.0000, 3 -> 4
d : 140.0000, 3 -> 3
a : 220.0000, 4 -> 5
b : -552.0000, 4 -> 7
c : 642.0000, 4 -> 4
d : 492.0000, 4 -> 0
a : -409.0000, 5 -> 1
b : 397.0000, 5 -> 6
c : 356.0000, 5 -> 5
d : -933.0000, 5 -> 4
a : -647.0000, 6 -> 7
b : 676.0000, 6 -> 0
c : -519.0000, 6 -> 3
d : 492.0000, 6 -> 6
a : -657.0000, 7 -> 2
b : -521.0000, 7 -> 6
c : 539.0000, 7 -> 0
d : -615.0000, 7 -> 4
b : 849.0000, 0 -> 4
d : -19.0000, 0 -> 0
c : 58.0000, 1 -> 1
a : 881.0000, 1 -> 1
c : -305.0000, 2 -> 3
b : -379.0000, 2 -> 2
b : 44.0000, 3 -> 3
a : -543.0000, 3 -> 0
a : 90.0000, 4 -> 1
c : 98.0000, 4 -> 5
a : 331.0000, 5 -> 6
a : 542.0000, 5 -> 2
a : 438.0000, 6 -> 0
b : -545.0000, 6 -> 1
b : -780.0000, 7 -> 4
b : 281.0000, 7 -> 2
