a : -251.0000, 0 -> 5
b : -348.0000, 0 -> 7
a : 442.0000, 1 -> 1
b : -521.0000, 1 -> 6
a : 506.0000, 2 -> 2
b : -545.0000, 2 -> 0
a : -249.0000, 3 -> 2
b : -361.0000, 3 -> 6
a : -230.0000, 4 -> 7
b : -904.0000, 4 -> 1
a : 342.0000, 5 -> 1
b : 849.0000, 5 -> 1
a : 743.0000, 6 -> 1
b : 286.0000, 6 -> 6
a : -710.0000, 7 -> 5
b : 826.0000, 7 -> 7
a : -963.0000, 0 -> 7
a : -207.0000, 1 -> 6
b : -445.0000, 2 -> 6
a : 154.0000, 3 -> 4
a : 821.0000, 4 -> 1
a : 435.0000, 5 -> 2
b : -717.0000, 6 -> 3
b : 311.0000, 7 -> 2
