a : 906.0000, 0 -> 6
b : -825.0000, 0 -> 7
a : -817.0000, 1 -> 2
b : 817.0000, 1 -> 2
a : 479.0000, 2 -> 6
b : 858.0000, 2 -> 3
a : -71.0000, 3 -> 7
b : 367.0000, 3 -> 2
a : 513.0000, 4 -> 6
b : 10.0000, 4 -> 5
a : 689.0000, 5 -> 4
b : 880.0000, 5 -> 2
a : -527.0000, 6 -> 5
b : -624.0000, 6 -> 0
a : 754.0000, 7 -> 5
b : -735.0000, 7 -> 1
a : 67.0000, 0 -> 1
b : -258.0000, 1 -> 1
a : 489.0000, 2 -> 1
a : -159.0000, 3 -> 1
b : 709.0000, 4 -> 3
a : -998.0000, 5 -> 1
b : 776.0000, 6 -> 1
b : 91.0000, 7 -> 7
