a : 617.0000, 0 -> 7
b : 317.0000, 0 -> 6
a : -633.0000, 1 -> 3
b : 114.0000, 1 -> 6
a : -173.0000, 2 -> 5
b : 520.0000, 2 -> 4
a : 409.0000, 3 -> 0
b : 316.0000, 3 -> 2
a : 494.0000, 4 -> 3
b : 45.0000, 4 -> 1
a : -478.0000, 5 -> 5
b : -298.0000, 5 -> 1
a : 545.0000, 6 -> 4
b : -121.0000, 6 -> 4
a : 960.0000, 7 -> 5
b : -22.0000, 7 -> 4
a : -209.0000, 0 -> 4
a : 888.0000, 1 -> 4
b : -628.0000, 2 -> 5
a : -960.0000, 3 -> 6
a : -981.0000, 4 -> 4
a : 872.0000, 5 -> 1
a : 801.0000, 6 -> 2
a : 994.0000, 7 -> 4
