a : 415.0000, 0 -> 1
b : 314.0000, 0 -> 0
c : 871.0000, 0 -> 2
d : 240.0000, 0 -> 3
a : 22.0000, 1 -> 1
b : 619.0000, 1 -> 3
c : 377.0000, 1 -> 0
d : 483.0000, 1 -> 3
a : 96.0000, 2 -> 1
b : -884.0000, 2 -> 3
c : -313.0000, 2 -> 3
d : 346.0000, 2 -> 0
a : 75.0000, 3 -> 1
b : -447.0000, 3 -> 1
c : -824.0000, 3 -> 2
d : 736.0000, 3 -> 1
a : -75.0000, 0 -> 0
d : -764.0000, 0 -> 0
a : -794.0000, 1 -> 2
b : 807.0000, 1 -> 1
d : -893.0000, 2 -> 1
a : -937.0000, 2 -> 0
a : -626.0000, 3 -> 2
d : -309.0000, 3 -> 2
