a : -40.0000, 0 -> 0
b : -757.0000, 0 -> 3
a : -812.0000, 1 -> 3
b : 653.0000, 1 -> 5
a : -26.0000, 2 -> 7
b : 407.0000, 2 -> 1
a : 401.0000, 3 -> 3
b : -373.0000, 3 -> 3
a : 585.0000, 4 -> 6
b : -188.0000, 4 -> 0
a : 191.0000, 5 -> 2
b : -204.0000, 5 -> 5
a : -535.0000, 6 -> 6
b : -434.0000, 6 -> 1
a : -225.0000, 7 -> 2
b : 327.0000, 7 -> 3
b : -706.0000, 0 -> 4
b : -16.0000, 1 -> 6
b : 433.0000, 2 -> 5
b : -750.0000, 3 -> 6
b : -25.0000, 4 -> 7
a : -155.0000, 5 -> 3
a : 534.0000, 6 -> 2
a : 869.0000, 7 -> 5
