a : -265.0000, 0 -> 1
b : -333.0000, 0 -> 2
c : -919.0000, 0 -> 0
d : -47.0000, 0 -> 2
a : 406.0000, 1 -> 0
b : 407.0000, 1 -> 3
c : -278.0000, 1 -> 1
d : -577.0000, 1 -> 2
a : -954.0000, 2 -> 3
b : -617.0000, 2 -> 0
c : 753.0000, 2 -> 1
d : 924.0000, 2 -> 1
a : -604.0000, 3 -> 3
b : 622.0000, 3 -> 1
c : -88.0000, 3 -> 1
d : -582.0000, 3 -> 3
c : -344.0000, 0 -> 2
c : -589.0000, 0 -> 3
d : -212.0000, 1 -> 1
b : -522.0000, 1 -> 2
d : -654.0000, 2 -> 3
c : -116.0000, 2 -> 2
d : 795.0000, 3 -> 0
d : -403.0000, 3 -> 1
