a : 962.0000, 0 -> 3
b : -225.0000, 0 -> 2
c : 96.0000, 0 -> 4
d : 414.0000, 0 -> 1
a : -258.0000, 1 -> 4
b : 205.0000, 1 -> 0
c : -456.0000, 1 -> 5
d : 509.0000, 1 -> 6
a : -38.0000, 2 -> 1
b : 220.0000, 2 -> 2
c : -671.0000, 2 -> 3
d : -718.0000, 2 -> 0
a : 31.0000, 3 -> 1
b : 242.0000, 3 -> 4
c : -292.0000, 3 -> 0
d : 877.0000, 3 -> 3
a : 34.0000, 4 -> 3
b : 950.0000, 4 -> 1
c : -70.0000, 4 -> 2
d : 953.0000, 4 -> 6
a : 86.0000, 5 -> 4
b : 741.0000, 5 -> 2
c : 808.0000, 5 -> 4
d : -133.0000, 5 -> 3
a : 438.0000, 6 -> 6
b : 824.0000, 6 -> 0
c : 495.0000, 6 -> 6
d : -57.0000, 6 -> 6
a : 941.0000, 7 -> 6
b : 561.0000, 7 -> 2
c : -994.0000, 7 -> 2
d : -45.0000, 7 -> 3
b : -99.0000, 0 -> 6
c : 767.0000, 0 -> 6
a : -712.0000, 1 -> 0
d : -845.0000, 1 -> 4
a : 649.0000, 2 -> 3
c : 456.0000, 2 -> 0
c : -952.0000, 3 -> 2
c : 256.0000, 3 -> 5
b : -539.0000, 4 -> 3
d : 815.0000, 4 -> 5
c : 629.0000, 5 -> 2
d : 712.0000, 5 -> 0
b : 469.0000, 6 -> 5
a : -980.0000, 6 -> 7
a : 982.0000, 7 -> 5
b : 669.0000, 7 -> 3
