a : -479.0000, 0 -> 0
b : -683.0000, 0 -> 1
a : 385.0000, 1 -> 0
b : -388.0000, 1 -> 1
a : 495.0000, 2 -> 7
b : -21.0000, 2 -> 1
a : -639.0000, 3 -> 6
b : -325.0000, 3 -> 7
a : 590.0000, 4 -> 3
b : -144.0000, 4 -> 0
a : 423.0000, 5 -> 2
b : 739.0000, 5 -> 4
a : -693.0000, 6 -> 4
b : -821.0000, 6 -> 3
a : -471.0000, 7 -> 4
b : 907.0000, 7 -> 7
a : -619.0000, 0 -> 7
b : 719.0000, 1 -> 0
b : -142.0000, 2 -> 7
a : -593.0000, 3 -> 4
a : 565.0000, 4 -> 0
a : -763.0000, 5 -> 6
b : 144.0000, 6 -> 0
a : 402.0000, 7 -> 0
b : 384.0000, 0 -> 2
a : -749.0000, 4 -> 5
