a : 814.0000, 0 -> 6
b : 798.0000, 0 -> 6
a : 116.0000, 1 -> 3
b : -698.0000, 1 -> 3
a : 812.0000, 2 -> 0
b : -580.0000, 2 -> 7
a : -154.0000, 3 -> 5
b : -341.0000, 3 -> 6
a : -226.0000, 4 -> 1
b : -849.0000, 4 -> 3
a : -133.0000, 5 -> 6
b : 370.0000, 5 -> 5
a : 875.0000, 6 -> 0
b : -7.0000, 6 -> 7
a : -783.0000, 7 -> 0
b : 850.0000, 7 -> 6
a : 37.0000, 0 -> 0
b : 521.0000, 1 -> 0
b : 639.0000, 2 -> 2
b : -10.0000, 3 -> 5
b : -367.0000, 4 -> 2
b : -930.0000, 5 -> 3
a : -661.0000, 6 -> 5
a : 580.0000, 7 -> 7
a : 93.0000, 3 -> 2
b : -323.0000, 6 -> 4
