a : -144.0000, 0 -> 0
b : 811.0000, 0 -> 6
c : 340.0000, 0 -> 6
d : 215.0000, 0 -> 3
a : 190.0000, 1 -> 1
b : -418.0000, 1 -> 5
c : -191.0000, 1 -> 6
d : 255.0000, 1 -> 1
a : -197.0000, 2 -> 3
b : -514.0000, 2 -> 0
c : 253.0000, 2 -> 4
d : 524.0000, 2 -> 1
a : -299.0000, 3 -> 5
b : 139.0000, 3 -> 3
c : 190.0000, 3 -> 4
d : -870.0000, 3 -> 6
a : -961.0000, 4 -> 5
b : 650.0000, 4 -> 4
c : -623.0000, 4 -> 7
d : -72.0000, 4 -> 7
a : 826.0000, 5 -> 7
b : -830.0000, 5 -> 6
c : -734.0000, 5 -> 4
d : -73.0000, 5 -> 2
a : 807.0000, 6 -> 4
b : 592.0000, 6 -> 3
c : -720.0000, 6 -> 7
d : -267.0000, 6 -> 3
a : -995.0000, 7 -> 5
b : 78.0000, 7 -> 5
c : 304.0000, 7 -> 2
d : -574.0000, 7 -> 6
c : 9.0000, 0 -> 5
c : -303.0000, 0 -> 1
d : -156.0000, 1 -> 0
d : 776.0000, 1 -> 6
c : 621.0000, 2 -> 2
c : -255.0000, 2 -> 0
d : 358.0000, 3 -> 1
b : 309.0000, 3 -> 4
d : 169.0000, 4 -> 5
b : 135.0000, 4 -> 1
d : -911.0000, 5 -> 5
d : 491.0000, 5 -> 4
b : 280.0000, 6 -> 6
c : 447.0000, 6 -> 6
b : -459.0000, 7 -> 2
d : 558.0000, 7 -> 2
