a : 910.0000, 0 -> 2
b : 221.0000, 0 -> 1
c : -817.0000, 0 -> 0
d : 806.0000, 0 -> 1
a : -931.0000, 1 -> 2
b : 808.0000, 1 -> 1
c : -285.0000, 1 -> 2
d : -297.0000, 1 -> 0
a : -772.0000, 2 -> 0
b : 109.0000, 2 -> 2
c : 268.0000, 2 -> 3
d : 488.0000, 2 -> 2
a : -320.0000, 3 -> 0
b : 656.0000, 3 -> 1
c : -580.0000, 3 -> 0
d : -682.0000, 3 -> 2
b : -911.0000, 0 -> 2
a : 482.0000, 0 -> 0
a : 299.0000, 1 -> 1
c : 867.0000, 1 -> 1
a : -576.0000, 2 -> 1
d : -292.0000, 2 -> 0
d : -402.0000, 3 -> 3
a : -422.0000, 3 -> 2
