a : 864.0000, 0 -> 4
b : 283.0000, 0 -> 2
a : -362.0000, 1 -> 1
b : -14.0000, 1 -> 3
a : 635.0000, 2 -> 5
b : -283.0000, 2 -> 4
a : 836.0000, 3 -> 1
b : 951.0000, 3 -> 3
a : 945.0000, 4 -> 7
b : -500.0000, 4 -> 0
a : -513.0000, 5 -> 6
b : -277.0000, 5 -> 4
a : 231.0000, 6 -> 6
b : -77.0000, 6 -> 4
a : 781.0000, 7 -> 3
b : -581.0000, 7 -> 0
a : -838.0000, 0 -> 7
b : -565.0000, 1 -> 6
a : 713.0000, 2 -> 6
b : 905.0000, 3 -> 4
b : 277.0000, 4 -> 1
a : 321.0000, 5 -> 5
a : 471.0000, 6 -> 4
b : -458.0000, 7 -> 4
