a : 458.0000, 0 -> 5
b : -650.0000, 0 -> 7
a : 652.0000, 1 -> 4
b : -866.0000, 1 -> 1
a : -880.0000, 2 -> 3
b : 443.0000, 2 -> 7
a : 610.0000, 3 -> 3
b : -131.0000, 3 -> 5
a : 553.0000, 4 -> 6
b : -65.0000, 4 -> 4
a : 13.0000, 5 -> 2
b : -103.0000, 5 -> 3
a : 606.0000, 6 -> 5
b : 451.0000, 6 -> 7
a : 191.0000, 7 -> 7
b : -741.0000, 7 -> 6
b : 504.0000, 0 -> 5
b : 352.0000, 1 -> 3
a : 76.0000, 2 -> 6
b : 17.0000, 3 -> 7
a : -559.0000, 4 -> 2
b : -59.0000, 5 -> 4
b : -858.0000, 6 -> 3
b : 906.0000, 7 -> 2
b : -13.0000, 7 -> 1
