a : 378.0000, 0 -> 6
b : 999.0000, 0 -> 4
c : -185.0000, 0 -> 6
d : -933.0000, 0 -> 1
a : 887.0000, 1 -> 5
b : 791.0000, 1 -> 7
c : 327.0000, 1 -> 0
d : 885.0000, 1 -> 1
a : -719.0000, 2 -> 6
b : 179.0000, 2 -> 3
c : -162.0000, 2 -> 2
d : 990.0000, 2 -> 7
a : -863.0000, 3 -> 7
b : 956.0000, 3 -> 1
c : -219.0000, 3 -> 1
d : -80.0000, 3 -> 0
a : 130.0000, 4 -> 0
b : 700.0000, 4 -> 2
c : 48.0000, 4 -> 4
d : 249.0000, 4 -> 3
a : 845.0000, 5 -> 3
b : 527.0000, 5 -> 6
c : 68.0000, 5 -> 7
d : -650.0000, 5 -> 5
a : 741.0000, 6 -> 4
b : 455.0000, 6 -> 4
c : 865.0000, 6 -> 0
d : -264.0000, 6 -> 5
a : -15.0000, 7 -> 7
b : 619.0000, 7 -> 0
c : 291.0000, 7 -> 2
d : -547.0000, 7 -> 7
c : 138.0000, 0 -> 2
a : 888.0000, 0 -> 5
a : 866.0000, 1 -> 4
b : -710.0000, 1 -> 2
c : -318.0000, 2 -> 5
b : 572.0000, 2 -> 7
b : -805.0000, 3 -> 7
b : 500.0000, 3 -> 6
a : 322.0000, 4 -> 7
c : -647.0000, 4 -> 3
a : 390.0000, 5 -> 4
b : -271.0000, 5 -> 3
c : -773.0000, 6 -> 6
c : 891.0000, 6 -> 1
a : 227.0000, 7 -> 0
d : 157.0000, 7 -> 4
