a : 369.0000, 0 -> 5
b : -833.0000, 0 -> 1
a : 395.0000, 1 -> 5
b : 551.0000, 1 -> 6
a : 841.0000, 2 -> 0
b : 967.0000, 2 -> 0
a : -689.0000, 3 -> 6
b : -193.0000, 3 -> 0
a : 540.0000, 4 -> 6
b : 83.0000, 4 -> 0
a : 837.0000, 5 -> 1
b : 10.0000, 5 -> 5
a : 965.0000, 6 -> 2
b : -906.0000, 6 -> 5
a : -582.0000, 7 -> 4
b : -611.0000, 7 -> 2
a : -9.0000, 0 -> 7
b : 170.0000, 1 -> 3
a : 19.0000, 2 -> 1
a : 207.0000, 3 -> 4
b : -527.0000, 4 -> 6
a : 137.0000, 5 -> 6
a : -106.0000, 6 -> 0
b : 351.0000, 7 -> 6
