a : 765.0000, 0 -> 0
b : 889.0000, 0 -> 5
a : -377.0000, 1 -> 2
b : -783.0000, 1 -> 4
a : 49.0000, 2 -> 2
b : -879.0000, 2 -> 1
a : 116.0000, 3 -> 0
b : -875.0000, 3 -> 5
a : 836.0000, 4 -> 2
b : 189.0000, 4 -> 0
a : 759.0000, 5 -> 6
b : -779.0000, 5 -> 7
a : 567.0000, 6 -> 1
b : 18.0000, 6 -> 3
a : -274.0000, 7 -> 0
b : 456.0000, 7 -> 2
a : -899.0000, 0 -> 4
b : 299.0000, 1 -> 0
b : 953.0000, 2 -> 5
b : 867.0000, 3 -> 6
b : 362.0000, 4 -> 4
a : -563.0000, 5 -> 0
a : -197.0000, 6 -> 7
a : 79.0000, 7 -> 3
