a : 348.0000, 0 -> 0
b : -809.0000, 0 -> 1
c : -76.0000, 0 -> 0
d : 880.0000, 0 -> 3
a : 340.0000, 1 -> 0
b : 398.0000, 1 -> 2
c : -325.0000, 1 -> 0
d : -920.0000, 1 -> 2
a : -232.0000, 2 -> 2
b : -553.0000, 2 -> 0
c : -91.0000, 2 -> 3
d : -89.0000, 2 -> 3
a : -453.0000, 3 -> 2
b : -445.0000, 3 -> 1
c : -572.0000, 3 -> 2
d : 71.0000, 3 -> 0
d : 842.0000, 0 -> 2
b : 780.0000, 0 -> 3
b : 472.0000, 1 -> 3
d : -150.0000, 1 -> 3
d : -123.0000, 2 -> 2
a : -242.0000, 2 -> 0
a : 82.0000, 3 -> 3
b : 683.0000, 3 -> 0
