a : 592.0000, 0 -> 5
b : -945.0000, 0 -> 4
a : -203.0000, 1 -> 1
b : 998.0000, 1 -> 2
a : 296.0000, 2 -> 5
b : -737.0000, 2 -> 1
a : -196.0000, 3 -> 3
b : -172.0000, 3 -> 6
a : -992.0000, 4 -> 4
b : 105.0000, 4 -> 1
a : -843.0000, 5 -> 5
b : -502.0000, 5 -> 3
a : -299.0000, 6 -> 2
b : -660.0000, 6 -> 0
a : -852.0000, 7 -> 6
b : 605.0000, 7 -> 6
b : 488.0000, 0 -> 6
a : 260.0000, 1 -> 4
b : 111.0000, 2 -> 2
b : 644.0000, 3 -> 7
b : -658.0000, 4 -> 4
a : 552.0000, 5 -> 2
a : -476.0000, 6 -> 1
a : -891.0000, 7 -> 2
