a : 912.0000, 0 -> 7
b : 669.0000, 0 -> 7
a : -182.0000, 1 -> 1
b : -497.0000, 1 -> 0
a : -566.0000, 2 -> 0
b : -685.0000, 2 -> 5
a : -350.0000, 3 -> 4
b : -588.0000, 3 -> 2
a : 834.0000, 4 -> 4
b : -512.0000, 4 -> 6
a : 443.0000, 5 -> 5
b : 654.0000, 5 -> 3
a : 349.0000, 6 -> 7
b : 287.0000, 6 -> 6
a : 81.0000, 7 -> 2
b : -491.0000, 7 -> 1
b : 279.0000, 0 -> 5
b : 833.0000, 1 -> 3
a : 691.0000, 2 -> 3
a : -64.0000, 3 -> 5
a : -780.0000, 4 -> 6
b : -102.0000, 5 -> 5
a : 743.0000, 6 -> 5
a : 737.0000, 7 -> 5
