a : -994.0000, 0 -> 1
b : -318.0000, 0 -> 0
c : 254.0000, 0 -> 3
d : 228.0000, 0 -> 1
a : 727.0000, 1 -> 2
b : 561.0000, 1 -> 1
c : -312.0000, 1 -> 1
d : -826.0000, 1 -> 3
a : 420.0000, 2 -> 3
b : 882.0000, 2 -> 3
c : -615.0000, 2 -> 1
d : -825.0000, 2 -> 2
a : 955.0000, 3 -> 1
b : -783.0000, 3 -> 0
c : -998.0000, 3 -> 0
d : -949.0000, 3 -> 3
b : 337.0000, 0 -> 1
d : -860.0000, 0 -> 3
b : -484.0000, 1 -> 0
a : 322.0000, 1 -> 1
b : -871.0000, 2 -> 2
c : 899.0000, 2 -> 3
c : -649.0000, 3 -> 1
b : 403.0000, 3 -> 3
