a : -319.0000, 0 -> 3
b : -974.0000, 0 -> 2
c : -889.0000, 0 -> 0
d : 707.0000, 0 -> 2
a : 946.0000, 1 -> 3
b : 288.0000, 1 -> 1
c : 22.0000, 1 -> 5
d : 510.0000, 1 -> 4
a : -681.0000, 2 -> 1
b : -953.0000, 2 -> 7
c : -452.0000, 2 -> 5
d : -581.0000, 2 -> 1
a : 674.0000, 3 -> 0
b : -117.0000, 3 -> 4
c : 608.0000, 3 -> 0
d : 256.0000, 3 -> 2
a : 57.0000, 4 -> 6
b : 785.0000, 4 -> 6
c : -111.0000, 4 -> 7
d : 345.0000, 4 -> 3
a : -559.0000, 5 -> 2
b : -670.0000, 5 -> 0
c : -742.0000, 5 -> 7
d : -405.0000, 5 -> 6
a : -778.0000, 6 -> 4
b : -875.0000, 6 -> 4
c : -403.0000, 6 -> 1
d : -342.0000, 6 -> 3
a : -117.0000, 7 -> 4
b : -969.0000, 7 -> 5
c : 959.0000, 7 -> 6
d : 921.0000, 7 -> 2
c : -172.0000, 0 -> 7
b : -672.0000, 0 -> 0
a : 574.0000, 1 -> 6
b : -95.0000, 1 -> 5
c : -268.0000, 2 -> 3
d : 866.0000, 2 -> 5
c : -542.0000, 3 -> 4
c : -68.0000, 3 -> 2
c : 440.0000, 4 -> 6
c : 168.0000, 4 -> 5
b : 411.0000, 5 -> 4
a : 35.0000, 5 -> 4
a : -268.0000, 6 -> 3
a : 754.0000, 6 -> 7
b : 190.0000, 7 -> 7
a : 355.0000, 7 -> 2
