a : -372.0000, 0 -> 3
b : 109.0000, 0 -> 0
c : 41.0000, 0 -> 3
d : 898.0000, 0 -> 5
a : -962.0000, 1 -> 4
b : 889.0000, 1 -> 3
c : -700.0000, 1 -> 6
d : -151.0000, 1 -> 1
a : 848.0000, 2 -> 5
b : 766.0000, 2 -> 7
c : 626.0000, 2 -> 4
d : -968.0000, 2 -> 0
a : -830.0000, 3 -> 4
b : -374.0000, 3 -> 1
c : 961.0000, 3 -> 1
d : 777.0000, 3 -> 5
a : -169.0000, 4 -> 5
b : -858.0000, 4 -> 7
c : -444.0000, 4 -> 6
d : -598.0000, 4 -> 6
a : -335.0000, 5 -> 6
b : -753.0000, 5 -> 5
c : -783.0000, 5 -> 2
d : -163.0000, 5 -> 3
a : -472.0000, 6 -> 0
b : -417.0000, 6 -> 2
c : 198.0000, 6 -> 1
d : 1.0000, 6 -> 1
a : -363.0000, 7 -> 1
b : 169.0000, 7 -> 4
c : -738.0000, 7 -> 7
d : -118.0000, 7 -> 2
a : 731.0000, 0 -> 5
d : 253.0000, 0 -> 0
d : 433.0000, 1 -> 7
d : -980.0000, 1 -> 0
b : 153.0000, 2 -> 5
c : 589.0000, 2 -> 0
c : 728.0000, 3 -> 3
c : 873.0000, 3 -> 0
b : -106.0000, 4 -> 5
b : 404.0000, 4 -> 1
a : -685.0000, 5 -> 1
c : -109.0000, 5 -> 3
d : -179.0000, 6 -> 7
d : 214.0000, 6 -> 0
b : -672.0000, 7 -> 7
a : -108.0000, 7 -> 2
