a : -841.0000, 0 -> 2
b : -546.0000, 0 -> 3
c : -525.0000, 0 -> 1
d : -937.0000, 0 -> 0
a : 161.0000, 1 -> 7
b : -187.0000, 1 -> 2
c : -23.0000, 1 -> 5
d : -354.0000, 1 -> 4
a : 778.0000, 2 -> 4
b : -555.0000, 2 -> 5
c : 503.0000, 2 -> 3
d : -530.0000, 2 -> 4
a : -272.0000, 3 -> 4
b : 461.0000, 3 -> 3
c : -368.0000, 3 -> 3
d : -644.0000, 3 -> 7
a : -235.0000, 4 -> 4
b : 464.0000, 4 -> 3
c : -35.0000, 4 -> 7
d : 974.0000, 4 -> 5
a : 508.0000, 5 -> 7
b : 108.0000, 5 -> 2
c : -808.0000, 5 -> 6
d : 683.0000, 5 -> 6
a : 201.0000, 6 -> 1
b : 305.0000, 6 -> 2
c : -216.0000, 6 -> 7
d : -398.0000, 6 -> 3
a : -199.0000, 7 -> 4
b : -373.0000, 7 -> 6
c : -668.0000, 7 -> 3
d : 690.0000, 7 -> 2
a : -252.0000, 0 -> 5
c : 275.0000, 0 -> 5
d : -462.0000, 1 -> 5
d : 327.0000, 1 -> 1
a : -363.0000, 2 -> 6
b : -384.0000, 2 -> 1
b : 180.0000, 3 -> 1
a : -314.0000, 3 -> 1
a : -378.0000, 4 -> 7
a : -207.0000, 4 -> 3
a : -138.0000, 5 -> 6
d : 873.0000, 5 -> 4
b : -755.0000, 6 -> 1
a : 635.0000, 6 -> 3
a : 106.0000, 7 -> 6
a : -585.0000, 7 -> 5
